Production Year,Car Mileage,Cost,Id
2016,273325,3000,5179
2017,172846,40000,5180
1973,178916,3000,5181
2007,123245,40000,5182
1987,282172,40000,5183
2011,73042,40000,5184
2000,212146,40000,5185
1974,57750,40000,5186
2018,19045,40000,5187
2008,101098,3000,5188
1972,20544,3000,5189
2017,46831,3000,5190
2022,64751,3000,5191
1976,73500,3000,5192
1993,123087,3000,5193
2003,48420,3000,5194
1995,13684,40000,5195
1992,253110,40000,5196
1981,77533,3000,5197
2013,295753,40000,5198
1972,31710,3000,5199
2017,85530,3000,5200
2021,242201,40000,5201
1997,30032,40000,5202
1977,295252,3000,5203
1983,258734,40000,5204
1993,53309,3000,5205
2005,136238,3000,5206
1999,227662,3000,5207
1976,172794,40000,5208
2013,130543,3000,5209
1982,203134,40000,5210
1975,31556,40000,5211
1977,48971,3000,5212
2013,107560,3000,5213
1992,43062,3000,5214
2018,103261,40000,5215
1975,61869,40000,5216
1973,251355,3000,5217
2009,20508,40000,5218
1970,202183,3000,5219
1990,165662,3000,5220
2017,289855,40000,5221
1975,154445,40000,5222
2019,280347,3000,5223
1983,132895,40000,5224
1991,40424,3000,5225
2018,265601,3000,5226
2011,52199,40000,5227
2023,22489,40000,5228
1990,65904,40000,5229
1981,89947,3000,5230
1992,118338,40000,5231
2004,172968,3000,5232
1979,234972,3000,5233
2020,273952,3000,5234
1971,4157,3000,5235
1992,31277,3000,5236
1973,218577,40000,5237
2023,24559,40000,5238
2017,296780,3000,5239
1978,68016,3000,5240
1970,5700,40000,5241
1987,263714,40000,5242
2019,98770,3000,5243
2011,142099,40000,5244
1991,62471,3000,5245
2004,199846,3000,5246
2006,236898,3000,5247
2015,279998,3000,5248
2022,6634,40000,5249
2023,251429,3000,5250
2005,10572,3000,5251
2003,181449,40000,5252
1998,197407,40000,5253
1984,44172,40000,5254
1971,216193,40000,5255
1987,22305,3000,5256
2002,93618,3000,5257
2014,65943,3000,5258
2005,214097,40000,5259
2013,145196,3000,5260
2000,16444,3000,5261
1983,253383,3000,5262
1988,215851,40000,5263
1987,32344,40000,5264
1994,104346,3000,5265
2017,282539,3000,5266
1999,151411,3000,5267
2014,118402,3000,5268
1970,83519,40000,5269
1975,221020,3000,5270
2000,232554,3000,5271
1995,88256,3000,5272
1996,257341,40000,5273
2000,205225,3000,5274
2010,119018,3000,5275
2022,91621,40000,5276
2005,10531,40000,5277
1984,10155,40000,5278
1984,212253,3000,5279
2011,247473,3000,5280
2019,270985,3000,5281
2017,297354,40000,5282
1971,222569,40000,5283
2023,94541,3000,5284
1987,110040,40000,5285
1979,73614,40000,5286
2015,197081,40000,5287
2007,283982,3000,5288
2010,240220,3000,5289
1986,268236,3000,5290
1976,70276,3000,5291
2000,160722,3000,5292
1986,133173,40000,5293
2008,166531,40000,5294
1978,197041,40000,5295
1983,183420,40000,5296
2021,227100,3000,5297
1986,234293,40000,5298
1998,282073,3000,5299
2004,156910,3000,5300
1974,107648,40000,5301
1981,5187,3000,5302
2019,281408,3000,5303
1986,68478,3000,5304
1994,193995,40000,5305
1979,217002,3000,5306
1999,181819,3000,5307
1987,126703,3000,5308
2002,168304,40000,5309
1972,156926,40000,5310
2005,1057,3000,5311
2016,203316,40000,5312
1989,291644,40000,5313
2018,127167,3000,5314
2023,50172,40000,5315
1995,154144,40000,5316
2019,114374,40000,5317
2013,135651,40000,5318
2011,52800,40000,5319
2012,46882,3000,5320
2009,157128,40000,5321
2022,144523,40000,5322
1972,127161,3000,5323
1979,111869,40000,5324
2022,143527,3000,5325
1973,235986,3000,5326
1979,269599,40000,5327
1984,91087,3000,5328
1978,179297,40000,5329
2019,292523,3000,5330
2004,176369,40000,5331
2006,258807,40000,5332
1971,164564,40000,5333
1972,239348,40000,5334
1976,183111,3000,5335
1987,134167,3000,5336
2007,38301,40000,5337
2005,107871,40000,5338
1972,132409,3000,5339
2022,189508,40000,5340
2014,124159,3000,5341
1979,5529,40000,5342
2013,14612,3000,5343
1981,176862,3000,5344
2017,119289,40000,5345
1982,277056,40000,5346
2005,47110,3000,5347
1986,3944,40000,5348
1981,117872,40000,5349
1990,48173,3000,5350
1990,69077,3000,5351
2006,69437,3000,5352
1989,105064,3000,5353
1987,17552,3000,5354
2019,146628,3000,5355
1977,242333,3000,5356
2014,252312,3000,5357
2010,106,3000,5358
2011,289464,40000,5359
2018,183327,3000,5360
1997,223317,3000,5361
2010,162558,3000,5362
1986,120044,40000,5363
2009,295822,40000,5364
1981,149085,3000,5365
1994,213054,40000,5366
2006,130260,40000,5367
2002,159519,40000,5368
1973,259675,40000,5369
1983,288739,40000,5370
2022,51557,40000,5371
2018,140223,3000,5372
2018,284304,3000,5373
2020,180084,40000,5374
1980,193010,3000,5375
1987,211787,40000,5376
2018,265455,3000,5377
2010,27896,3000,5378
2000,273012,3000,5379
1997,202609,40000,5380
2012,142827,3000,5381
1983,149333,40000,5382
1976,99246,3000,5383
1987,274322,3000,5384
1971,3894,3000,5385
1998,52379,40000,5386
1999,154604,40000,5387
2001,208923,3000,5388
2003,228572,3000,5389
1993,72898,40000,5390
2022,298079,40000,5391
2020,61899,3000,5392
2017,104237,3000,5393
1982,170305,3000,5394
2016,177226,40000,5395
2011,133264,40000,5396
1974,85124,40000,5397
1996,119986,40000,5398
1983,271414,40000,5399
2008,78885,40000,5400
1991,146289,40000,5401
2000,178514,3000,5402
2003,71506,3000,5403
2006,49631,40000,5404
2018,121866,40000,5405
1984,132527,3000,5406
1990,222501,3000,5407
1994,127374,3000,5408
1987,194421,3000,5409
2005,282350,40000,5410
2000,151155,40000,5411
2003,140782,3000,5412
2021,156832,3000,5413
2009,112795,3000,5414
1984,24532,3000,5415
2010,279929,3000,5416
2004,65227,40000,5417
2013,141555,40000,5418
2021,110223,3000,5419
2008,47883,3000,5420
2010,8659,3000,5421
1980,191665,3000,5422
2010,24108,40000,5423
1996,35285,3000,5424
1989,29158,3000,5425
1970,95919,3000,5426
2007,111497,40000,5427
1976,154364,3000,5428
1981,289803,3000,5429
1998,10832,3000,5430
1978,139253,3000,5431
1994,188067,3000,5432
1979,295972,3000,5433
2021,67365,3000,5434
2014,43533,3000,5435
2004,258326,40000,5436
2002,183104,40000,5437
2008,156084,40000,5438
2017,282896,40000,5439
1981,128069,40000,5440
1979,147349,3000,5441
1972,186461,40000,5442
2000,39876,3000,5443
1975,170118,3000,5444
1993,214886,40000,5445
1981,184376,3000,5446
2006,170018,40000,5447
1998,213512,40000,5448
2012,11106,3000,5449
2008,269717,3000,5450
1989,248450,3000,5451
1985,203709,3000,5452
1984,295847,3000,5453
1999,175289,3000,5454
2002,298263,3000,5455
1974,118780,3000,5456
1975,222068,40000,5457
1974,55424,3000,5458
2016,170051,3000,5459
2020,143375,40000,5460
1997,3914,3000,5461
1989,193649,3000,5462
1995,38087,3000,5463
2005,205003,3000,5464
2003,284027,40000,5465
2005,166944,40000,5466
2013,290655,3000,5467
2004,231589,3000,5468
1986,2924,40000,5469
1993,113080,40000,5470
2012,65245,3000,5471
2009,192471,40000,5472
2021,214887,3000,5473
1997,134044,3000,5474
2009,166161,3000,5475
1972,53483,40000,5476
1997,2764,3000,5477
2015,266595,40000,5478
2020,81679,40000,5479
2008,270319,40000,5480
1971,5339,3000,5481
1994,249985,40000,5482
1996,280388,40000,5483
1973,36092,3000,5484
1999,280627,40000,5485
1981,266813,40000,5486
1975,105371,3000,5487
1996,161563,40000,5488
1973,196566,40000,5489
2010,222428,40000,5490
2015,102478,40000,5491
2011,298710,3000,5492
1989,9158,3000,5493
2004,299927,40000,5494
1995,214698,3000,5495
1987,265042,3000,5496
1976,153527,40000,5497
2017,11008,40000,5498
2005,75209,40000,5499
1972,266017,3000,5500
1972,32907,40000,5501
2023,46230,40000,5502
1992,199690,40000,5503
1981,284817,40000,5504
1999,86442,40000,5505
2016,214875,40000,5506
1978,282465,3000,5507
2011,88777,40000,5508
1991,184393,3000,5509
1990,61339,3000,5510
1994,239337,3000,5511
1984,92567,3000,5512
1985,279342,40000,5513
2001,296912,3000,5514
2023,102346,40000,5515
1988,173397,40000,5516
1994,137572,40000,5517
1991,132898,40000,5518
1994,240183,40000,5519
2021,132939,3000,5520
2002,228836,40000,5521
1988,107049,3000,5522
1983,253375,3000,5523
1997,144936,40000,5524
1993,184475,3000,5525
1987,78285,40000,5526
2013,128985,40000,5527
1989,165312,3000,5528
2020,172268,3000,5529
1972,283109,40000,5530
2012,66761,3000,5531
1972,297304,3000,5532
1984,238770,3000,5533
2000,46472,40000,5534
1994,191859,3000,5535
1974,130212,3000,5536
2016,249565,40000,5537
1989,43852,3000,5538
1975,170250,40000,5539
2020,280585,40000,5540
1976,16519,40000,5541
1991,44766,3000,5542
2002,20783,3000,5543
2011,204066,3000,5544
1976,164258,40000,5545
2011,19215,3000,5546
2014,9646,3000,5547
1985,186407,40000,5548
1991,274260,3000,5549
2002,229982,3000,5550
1983,59716,40000,5551
2002,136048,3000,5552
2016,294502,40000,5553
1977,216623,3000,5554
2011,83478,40000,5555
1972,254662,3000,5556
1978,232255,40000,5557
1996,87024,3000,5558
2000,195206,40000,5559
1974,155539,3000,5560
1981,210201,40000,5561
2015,186957,40000,5562
1976,159183,3000,5563
2006,80335,40000,5564
1993,175506,40000,5565
1987,67590,3000,5566
1994,146737,40000,5567
1993,118080,40000,5568
2002,273341,40000,5569
2018,116170,40000,5570
1989,264632,40000,5571
1995,21784,3000,5572
1979,256729,3000,5573
1989,218453,40000,5574
1982,178621,3000,5575
2001,146724,40000,5576
2003,154379,3000,5577
1984,21476,40000,5578
1994,194105,3000,5579
2006,268425,40000,5580
2012,19226,3000,5581
1988,103215,3000,5582
1995,192900,40000,5583
1984,217061,3000,5584
1981,277045,40000,5585
2014,106608,3000,5586
1996,170761,40000,5587
2004,277734,40000,5588
2001,274941,40000,5589
2021,157230,3000,5590
2015,283310,3000,5591
1980,261829,40000,5592
2008,292496,40000,5593
1977,141017,40000,5594
2005,204452,40000,5595
1983,145784,40000,5596
2007,151992,3000,5597
1981,120741,3000,5598
1972,208238,40000,5599
1994,279487,3000,5600
1984,277214,3000,5601
2008,16391,3000,5602
2023,39013,3000,5603
2022,287792,3000,5604
2016,97439,3000,5605
2014,173449,3000,5606
2022,39013,40000,5607
2009,289944,40000,5608
1983,270211,3000,5609
1982,61944,3000,5610
1972,35801,40000,5611
1998,74807,3000,5612
2003,41930,3000,5613
2006,255327,3000,5614
2022,17720,40000,5615
1978,78123,3000,5616
1993,255179,40000,5617
1973,192509,3000,5618
1972,815,40000,5619
1976,97312,3000,5620
2010,136520,3000,5621
2005,81950,3000,5622
2022,267004,3000,5623
2015,121563,3000,5624
2016,38726,40000,5625
2004,261590,3000,5626
2020,105480,40000,5627
2000,33110,40000,5628
2020,43479,40000,5629
1999,74659,40000,5630
1977,66728,3000,5631
1980,197658,40000,5632
1975,212256,3000,5633
2002,51291,40000,5634
2004,35575,40000,5635
1974,158722,3000,5636
2000,169446,3000,5637
1971,199690,40000,5638
1976,29621,3000,5639
2011,248419,40000,5640
1971,129023,40000,5641
2001,112825,3000,5642
1993,96424,40000,5643
2008,176914,3000,5644
2015,287433,3000,5645
1974,241155,40000,5646
2005,100951,3000,5647
2006,164759,3000,5648
1978,203460,40000,5649
2004,10728,40000,5650
1987,240936,3000,5651
2008,56144,40000,5652
2011,51465,40000,5653
1973,21139,40000,5654
2008,293725,40000,5655
1995,214477,40000,5656
1988,46995,3000,5657
2021,271513,3000,5658
2010,106829,3000,5659
2018,248794,40000,5660
2022,91395,40000,5661
2006,264422,3000,5662
1983,299928,40000,5663
1971,34238,40000,5664
2002,268578,3000,5665
2006,157208,3000,5666
1993,121930,40000,5667
2000,237108,3000,5668
1981,129207,40000,5669
1990,266053,40000,5670
1994,226659,40000,5671
2006,142964,40000,5672
2008,284142,3000,5673
1987,61721,3000,5674
2003,139994,40000,5675
1990,239758,40000,5676
1986,203538,40000,5677
1997,82030,40000,5678
2023,63343,40000,5679
2011,125530,3000,5680
2000,57007,3000,5681
1986,165823,40000,5682
1978,120077,3000,5683
2003,165957,3000,5684
1988,17250,40000,5685
1997,136351,40000,5686
2016,104760,3000,5687
1985,180999,40000,5688
2014,137307,40000,5689
1973,24102,3000,5690
1999,279738,3000,5691
1991,278010,3000,5692
1999,224489,40000,5693
1995,43345,40000,5694
1978,58184,3000,5695
2012,148625,40000,5696
2001,255687,3000,5697
1981,48742,3000,5698
2018,224466,40000,5699
1981,109442,3000,5700
2017,53124,3000,5701
1983,48634,40000,5702
1983,28134,3000,5703
2016,68448,3000,5704
2008,224696,40000,5705
2017,89619,40000,5706
2007,135518,40000,5707
1974,204064,40000,5708
1977,56373,40000,5709
1973,126258,3000,5710
2013,213138,3000,5711
1998,158629,40000,5712
1983,144908,3000,5713
2014,11726,3000,5714
1990,145029,40000,5715
2012,236195,40000,5716
1996,163378,40000,5717
1973,209430,40000,5718
1986,125365,3000,5719
2023,161492,40000,5720
1988,272498,3000,5721
1986,285788,3000,5722
2021,45120,40000,5723
1989,293991,3000,5724
2017,124158,3000,5725
2020,85914,40000,5726
1982,106795,3000,5727
2018,114971,3000,5728
1970,15664,40000,5729
1975,113098,3000,5730
2013,181342,3000,5731
2014,285263,3000,5732
2015,197917,3000,5733
1987,191384,3000,5734
1973,71142,3000,5735
1993,50426,3000,5736
2019,236243,3000,5737
2009,88064,40000,5738
1975,125319,3000,5739
2019,188555,40000,5740
1990,116817,3000,5741
1976,134553,40000,5742
2003,39787,40000,5743
1984,103703,3000,5744
1994,144858,3000,5745
2019,227279,40000,5746
1971,175496,3000,5747
1983,83154,3000,5748
2015,3134,40000,5749
2020,158992,3000,5750
1997,271950,3000,5751
1997,128574,40000,5752
2000,165338,3000,5753
2017,95972,40000,5754
1980,111680,40000,5755
1973,78228,3000,5756
1984,213828,40000,5757
1990,93546,40000,5758
2007,8115,3000,5759
1994,132021,40000,5760
1980,218801,3000,5761
2021,45457,3000,5762
1981,136203,3000,5763
1990,218084,3000,5764
1988,182701,40000,5765
1974,7641,40000,5766
1983,93749,3000,5767
1979,107034,3000,5768
2005,242618,40000,5769
2009,233508,3000,5770
1998,135108,3000,5771
2007,49622,3000,5772
2001,290944,40000,5773
2011,128948,40000,5774
2002,196617,3000,5775
1973,158758,40000,5776
1993,100331,40000,5777
1975,233517,3000,5778
2001,200359,3000,5779
2002,205784,40000,5780
2002,180612,3000,5781
1975,192612,40000,5782
1988,138267,40000,5783
1984,80370,40000,5784
1991,51496,40000,5785
1971,268394,40000,5786
2023,44645,3000,5787
2001,56118,3000,5788
1996,151061,3000,5789
2007,261758,40000,5790
1992,155805,40000,5791
1977,225638,3000,5792
1978,257466,3000,5793
1978,236382,40000,5794
2002,160576,3000,5795
1990,59850,3000,5796
1991,164625,3000,5797
1996,263855,40000,5798
2019,113731,40000,5799
1974,240787,40000,5800
2001,71015,40000,5801
1973,82199,40000,5802
2009,114946,3000,5803
2002,185384,3000,5804
1973,109010,3000,5805
1973,186706,3000,5806
1998,171102,40000,5807
1984,175918,3000,5808
2011,291441,3000,5809
1972,200288,40000,5810
1980,97925,40000,5811
1991,20246,3000,5812
2008,292582,3000,5813
2014,64221,3000,5814
1972,113646,3000,5815
2006,126838,3000,5816
1998,206127,40000,5817
1974,122474,40000,5818
1972,299908,3000,5819
2013,150680,40000,5820
2015,287475,3000,5821
2022,262961,3000,5822
2013,131046,3000,5823
1980,87912,40000,5824
1984,233157,3000,5825
1994,257216,3000,5826
2016,218479,40000,5827
1979,246474,3000,5828
2009,170910,3000,5829
2010,8348,3000,5830
1979,234853,3000,5831
1989,125618,3000,5832
2021,195976,3000,5833
1990,241453,40000,5834
1999,264425,3000,5835
2008,138245,3000,5836
1986,24992,40000,5837
1998,53686,3000,5838
1972,201110,40000,5839
1992,10760,40000,5840
1979,166845,40000,5841
1999,163764,3000,5842
2000,146658,3000,5843
1984,63902,40000,5844
1971,126737,40000,5845
2018,125168,3000,5846
1985,71871,40000,5847
2004,166859,40000,5848
1989,54317,3000,5849
1971,121255,40000,5850
2021,276209,40000,5851
2019,64280,40000,5852
1976,91230,40000,5853
2016,48267,40000,5854
1982,50331,3000,5855
1970,65950,3000,5856
1981,228861,3000,5857
2021,181576,40000,5858
2019,81534,3000,5859
2001,187461,40000,5860
2010,282635,3000,5861
2016,175748,3000,5862
1975,273387,3000,5863
1995,288582,40000,5864
1986,181253,3000,5865
2021,87986,40000,5866
1988,134803,40000,5867
2007,182187,40000,5868
1999,85390,40000,5869
2023,221131,40000,5870
1982,282289,3000,5871
2019,25658,3000,5872
2007,232301,3000,5873
1988,195397,40000,5874
1986,147362,40000,5875
1996,88364,3000,5876
2016,205595,40000,5877
1975,127392,40000,5878
2006,62306,40000,5879
1993,287101,40000,5880
2022,175464,40000,5881
1993,11930,40000,5882
1992,28010,40000,5883
1984,276566,40000,5884
1996,68715,40000,5885
2021,140447,3000,5886
2011,197461,40000,5887
1996,170361,3000,5888
2000,135378,40000,5889
1971,97699,3000,5890
2006,250192,40000,5891
2003,85921,3000,5892
2003,89241,40000,5893
2001,80892,3000,5894
2019,28421,3000,5895
2016,203495,40000,5896
1976,193450,40000,5897
1996,147705,40000,5898
2010,33146,3000,5899
1983,36551,3000,5900
1994,174597,3000,5901
2004,190948,3000,5902
1984,230010,40000,5903
2011,148641,40000,5904
1985,101666,3000,5905
1974,38143,40000,5906
2013,252463,40000,5907
1989,210386,3000,5908
2002,261670,40000,5909
1979,218537,3000,5910
2021,156491,3000,5911
1974,85755,3000,5912
1991,265772,3000,5913
2005,133980,3000,5914
1986,60717,40000,5915
1991,91419,40000,5916
1995,84393,3000,5917
2013,212819,3000,5918
2017,165201,3000,5919
2002,208776,3000,5920
1990,110407,3000,5921
1990,33810,3000,5922
2021,143485,3000,5923
2006,35692,40000,5924
1988,12984,3000,5925
1986,98691,40000,5926
2016,192399,3000,5927
2022,227980,40000,5928
2011,261642,40000,5929
2014,131754,40000,5930
2011,270391,40000,5931
2010,294921,40000,5932
2023,266939,40000,5933
2007,39369,3000,5934
2003,199765,40000,5935
2003,270958,40000,5936
2018,97655,40000,5937
2023,163211,3000,5938
1982,78319,3000,5939
2004,289398,3000,5940
1981,116506,40000,5941
1971,239552,40000,5942
1982,130351,40000,5943
2003,189596,40000,5944
1986,85116,40000,5945
2008,99398,3000,5946
1997,27599,40000,5947
2010,277056,3000,5948
1980,74597,3000,5949
2018,288891,3000,5950
2003,94446,3000,5951
2001,154638,3000,5952
1977,120141,3000,5953
2003,2003,3000,5954
2002,282322,40000,5955
2011,204698,3000,5956
1972,241632,3000,5957
2023,236320,40000,5958
1987,84861,40000,5959
2005,6608,3000,5960
1992,214173,3000,5961
2017,172389,3000,5962
1982,276916,40000,5963
2015,116084,40000,5964
1970,122639,40000,5965
2023,24008,3000,5966
2004,85541,40000,5967
1981,113977,3000,5968
2012,296498,40000,5969
2011,153578,40000,5970
2004,144999,3000,5971
1996,10306,40000,5972
2005,126430,40000,5973
2023,46733,40000,5974
1985,27915,40000,5975
1978,128671,3000,5976
2001,10047,3000,5977
1989,52591,40000,5978
2001,196897,40000,5979
1997,104393,40000,5980
1996,27390,3000,5981
1983,114107,3000,5982
1985,13294,40000,5983
2007,121222,40000,5984
1992,199293,40000,5985
2017,246716,40000,5986
2003,224311,3000,5987
1984,87135,40000,5988
1990,192651,3000,5989
1992,189893,3000,5990
1980,165315,3000,5991
1996,95552,40000,5992
2015,49065,40000,5993
2005,169101,3000,5994
2006,159144,40000,5995
2007,212784,3000,5996
1994,25560,40000,5997
1998,80507,3000,5998
2015,56108,40000,5999
1975,20296,3000,6000
1977,246465,3000,6001
2014,240864,40000,6002
1991,122934,40000,6003
1989,123316,40000,6004
2017,19170,3000,6005
1993,182112,40000,6006
2010,30818,40000,6007
2010,240026,3000,6008
2011,70951,40000,6009
2005,114908,40000,6010
1972,82754,3000,6011
1994,102864,3000,6012
1973,85267,3000,6013
1999,103732,3000,6014
2015,23666,3000,6015
2015,281119,3000,6016
2013,97507,3000,6017
1976,92260,3000,6018
1984,235756,3000,6019
1996,19778,40000,6020
2001,176643,40000,6021
2009,245826,3000,6022
2023,104848,40000,6023
1983,260324,40000,6024
2010,238050,3000,6025
1973,236246,3000,6026
2002,57175,40000,6027
2023,21166,3000,6028
2012,31131,3000,6029
2005,192136,40000,6030
2007,78527,3000,6031
1978,294884,3000,6032
1974,221617,40000,6033
1973,281454,3000,6034
2004,193095,40000,6035
1985,151561,40000,6036
2006,183608,40000,6037
1974,21160,3000,6038
2001,118297,3000,6039
2012,282215,40000,6040
1975,75335,40000,6041
1993,76558,40000,6042
2007,41878,3000,6043
1998,121882,40000,6044
2010,201036,40000,6045
1997,98072,3000,6046
1997,71157,40000,6047
2007,181163,40000,6048
2003,77681,40000,6049
2021,264520,3000,6050
1990,230369,3000,6051
2006,249809,3000,6052
1970,225260,40000,6053
1985,172871,40000,6054
2012,40259,3000,6055
1977,6375,3000,6056
1978,246096,40000,6057
1988,269025,3000,6058
2005,83517,40000,6059
1980,45091,3000,6060
1998,265000,3000,6061
1987,16348,40000,6062
1999,50598,40000,6063
2012,244120,3000,6064
2006,18356,3000,6065
2004,27029,40000,6066
2002,116191,3000,6067
1997,177440,40000,6068
1988,67308,40000,6069
2022,197939,3000,6070
2000,52546,40000,6071
2013,152257,40000,6072
2016,29276,40000,6073
1985,115306,3000,6074
1996,245603,3000,6075
1991,154288,40000,6076
1994,64803,3000,6077
1985,165224,3000,6078
1974,125379,3000,6079
2011,10483,40000,6080
2008,26570,3000,6081
1998,50638,3000,6082
2007,113864,3000,6083
1988,291429,40000,6084
1997,144949,40000,6085
2013,29012,3000,6086
1993,142396,3000,6087
2004,170260,40000,6088
1978,205767,40000,6089
1987,38190,3000,6090
2003,177058,3000,6091
2001,153371,3000,6092
1997,240882,3000,6093
1997,280961,3000,6094
1975,50333,3000,6095
1995,222169,3000,6096
2016,10285,40000,6097
1993,35375,3000,6098
2018,186263,3000,6099
2014,106262,3000,6100
1980,22095,3000,6101
2011,72764,40000,6102
2005,215281,40000,6103
1975,247158,3000,6104
2004,169118,40000,6105
2020,113884,3000,6106
1994,225585,3000,6107
1971,162666,40000,6108
1981,265310,40000,6109
1994,66000,40000,6110
2023,277192,40000,6111
1979,284136,3000,6112
2008,173725,40000,6113
2019,6994,3000,6114
1995,129515,40000,6115
2023,205234,3000,6116
2002,140112,3000,6117
1979,86424,3000,6118
2018,147069,3000,6119
1990,176504,3000,6120
1999,63175,40000,6121
1970,44881,3000,6122
1993,191244,3000,6123
1989,235252,40000,6124
2000,44235,3000,6125
1991,269052,40000,6126
2013,265333,3000,6127
2017,49020,40000,6128
1972,53047,3000,6129
1983,222548,3000,6130
1975,11166,40000,6131
1997,297155,3000,6132
2017,261250,3000,6133
2017,153007,3000,6134
1970,299818,3000,6135
2013,169864,3000,6136
1979,114449,3000,6137
1983,45684,40000,6138
2000,257244,40000,6139
2004,68818,40000,6140
1977,112042,3000,6141
1980,163533,40000,6142
2004,25904,40000,6143
2000,285793,3000,6144
1980,3560,40000,6145
2020,193298,3000,6146
1994,208580,40000,6147
1979,18015,40000,6148
1998,166762,3000,6149
1981,293026,40000,6150
1999,105104,40000,6151
1973,51288,3000,6152
2020,264670,40000,6153
2017,11397,40000,6154
2019,114727,40000,6155
1973,240811,3000,6156
2010,148762,3000,6157
2004,173622,40000,6158
2019,116873,40000,6159
1994,133242,3000,6160
2020,191232,3000,6161
1997,110986,40000,6162
2015,108225,40000,6163
2012,228546,3000,6164
2002,179050,3000,6165
2002,100234,40000,6166
1995,76053,40000,6167
1999,169505,3000,6168
2022,238940,3000,6169
1992,206682,3000,6170
1989,4745,40000,6171
2019,196467,40000,6172
1999,68368,40000,6173
1999,224616,3000,6174
1981,281234,40000,6175
1980,154694,3000,6176
1974,140065,40000,6177
2011,59628,3000,6178
2016,257553,40000,6179
2009,94805,40000,6180
2005,287050,3000,6181
1977,203703,40000,6182
2001,236054,40000,6183
2010,97417,3000,6184
2008,101664,3000,6185
2012,107959,40000,6186
1992,68647,40000,6187
1974,199623,3000,6188
1975,238593,3000,6189
2021,288843,40000,6190
2017,196019,3000,6191
1971,266346,40000,6192
2003,155891,3000,6193
1996,42011,3000,6194
1997,141342,3000,6195
2014,201098,3000,6196
1996,90029,3000,6197
2010,77597,40000,6198
1984,135470,40000,6199
1972,26901,40000,6200
2020,21703,3000,6201
1986,98852,40000,6202
1983,185021,40000,6203
2019,60546,3000,6204
2001,181478,40000,6205
1982,185198,40000,6206
2003,145965,3000,6207
2010,208737,40000,6208
1998,122934,40000,6209
2008,47220,40000,6210
2017,24799,3000,6211
1984,287229,40000,6212
1980,189107,40000,6213
1997,33353,3000,6214
1990,48756,3000,6215
2016,286685,40000,6216
1975,191655,40000,6217
2008,187670,40000,6218
2005,137834,3000,6219
1991,209858,40000,6220
1996,276430,40000,6221
1990,14291,3000,6222
1998,251758,40000,6223
1971,158917,40000,6224
1975,242893,40000,6225
2020,182287,3000,6226
2022,205821,40000,6227
1985,37387,3000,6228
2017,18274,3000,6229
2022,187782,40000,6230
1993,272695,3000,6231
2001,299246,3000,6232
2023,33494,3000,6233
2021,183793,3000,6234
1975,262054,3000,6235
1993,168725,3000,6236
1992,26996,3000,6237
1993,24283,40000,6238
2010,169133,40000,6239
1980,31944,40000,6240
1998,218611,3000,6241
2019,161618,3000,6242
1971,208541,3000,6243
1990,57578,40000,6244
1977,124521,3000,6245
1983,250810,3000,6246
1984,150896,40000,6247
1999,236862,3000,6248
2023,293973,3000,6249
1978,23667,40000,6250
2020,125213,40000,6251
2021,131866,3000,6252
2010,158999,3000,6253
1995,59357,40000,6254
2019,135011,40000,6255
2006,135797,40000,6256
2011,153739,3000,6257
1999,191115,40000,6258
1998,7012,3000,6259
2013,228997,3000,6260
2022,20295,3000,6261
2004,194082,3000,6262
1992,176138,40000,6263
1990,289511,40000,6264
1988,143967,40000,6265
2009,180293,3000,6266
2003,149634,40000,6267
1977,99713,3000,6268
2006,55098,40000,6269
2003,119490,3000,6270
1983,201908,40000,6271
2014,155728,3000,6272
2002,267475,3000,6273
1972,139200,3000,6274
1996,87424,3000,6275
1983,82096,3000,6276
2007,15582,40000,6277
1996,47248,40000,6278
2007,251807,3000,6279
1997,198067,3000,6280
1995,211515,3000,6281
2011,30205,40000,6282
2006,109949,3000,6283
2009,221511,3000,6284
2011,138092,40000,6285
1975,210337,40000,6286
1971,155802,3000,6287
2006,114409,3000,6288
2009,99205,40000,6289
2015,174139,3000,6290
2020,116713,3000,6291
2002,143157,3000,6292
2000,139772,3000,6293
2015,24575,3000,6294
1971,150199,40000,6295
1991,158228,3000,6296
1970,104685,3000,6297
1978,137204,40000,6298
2017,256926,40000,6299
2006,65897,40000,6300
2016,78874,40000,6301
2017,43525,3000,6302
2001,244490,3000,6303
2001,293451,40000,6304
2000,91314,40000,6305
1978,121351,40000,6306
1976,184034,40000,6307
1970,243280,40000,6308
1974,298494,3000,6309
1978,296732,40000,6310
1973,138930,3000,6311
2000,87347,3000,6312
1995,206093,3000,6313
1982,164620,40000,6314
2003,187809,40000,6315
1974,83436,3000,6316
2013,204641,40000,6317
2000,40277,40000,6318
2019,80373,40000,6319
1988,150897,40000,6320
2007,73962,40000,6321
1986,296781,40000,6322
1979,18523,40000,6323
1980,45654,40000,6324
1971,140538,40000,6325
2011,170378,3000,6326
2008,29900,40000,6327
1994,80302,3000,6328
1989,61917,40000,6329
2019,270518,3000,6330
1986,117711,3000,6331
1986,232972,40000,6332
1988,281197,40000,6333
1990,62551,3000,6334
2019,178468,40000,6335
1996,44275,3000,6336
1997,291158,40000,6337
2013,134552,40000,6338
1999,280565,40000,6339
2008,192537,3000,6340
2008,294948,3000,6341
2007,89454,40000,6342
1992,296373,40000,6343
