Id,Row1,Row2,Row3,Cost1,Cost2
4934,C,E1,D11,3000,67557
4935,C,D1,E11,40000,115835
4936,A,F1,E11,3000,121906
4937,E,C1,F11,40000,233415
4938,D,E1,A11,3000,8971
4939,E,A1,C11,3000,61564
4940,C,D1,B11,3000,129841
4941,D,C1,A11,3000,72698
4942,F,C1,B11,3000,165938
4943,E,C1,D11,40000,138969
4944,C,D1,C11,40000,157197
4945,B,A1,E11,3000,225187
4946,D,F1,E11,40000,163660
4947,D,C1,F11,3000,195601
4948,A,C1,B11,3000,3268
4949,E,B1,D11,3000,170089
4950,F,C1,F11,40000,278755
4951,A,A1,E11,40000,243436
4952,C,E1,C11,3000,126855
4953,F,E1,F11,3000,24960
4954,F,D1,B11,40000,135184
4955,A,A1,B11,40000,206111
4956,A,B1,D11,3000,40756
4957,E,A1,B11,3000,95347
4958,A,B1,F11,40000,241960
4959,C,B1,B11,40000,133765
4960,A,F1,C11,40000,286441
4961,C,E1,A11,40000,96337
4962,E,B1,B11,3000,96619
4963,C,F1,E11,3000,239359
4964,D,C1,D11,40000,277592
4965,C,E1,D11,3000,17412
4966,B,E1,B11,3000,144089
4967,D,A1,C11,3000,197254
4968,A,E1,C11,3000,151723
4969,F,C1,A11,40000,55796
4970,E,E1,C11,3000,109109
4971,C,B1,D11,3000,4913
4972,E,F1,E11,40000,131414
4973,D,A1,D11,3000,242093
4974,D,B1,B11,40000,274572
4975,B,B1,B11,40000,190677
4976,D,A1,F11,3000,214169
4977,E,E1,C11,40000,89653
4978,E,F1,E11,3000,131815
4979,D,E1,A11,3000,145294
4980,B,A1,A11,3000,96
4981,D,A1,D11,3000,162336
4982,C,E1,C11,40000,14030
4983,E,C1,A11,40000,161492
4984,A,B1,B11,3000,215949
4985,C,A1,D11,40000,75447
4986,C,D1,E11,3000,262972
4987,A,D1,F11,3000,70293
4988,F,E1,D11,3000,146065
4989,F,A1,C11,40000,144709
4990,E,F1,E11,40000,1001
4991,B,B1,A11,40000,292776
4992,F,C1,E11,40000,100643
4993,F,F1,F11,40000,202906
4994,B,C1,D11,40000,69472
4995,B,B1,C11,40000,175587
4996,F,F1,E11,3000,253028
4997,B,B1,A11,3000,90934
4998,B,F1,E11,3000,37187
4999,E,E1,B11,40000,127680
5000,E,F1,D11,3000,222010
5001,B,A1,E11,40000,182884
5002,E,A1,D11,40000,148062
5003,B,A1,E11,40000,25246
5004,F,B1,E11,40000,116
5005,F,F1,F11,40000,281079
5006,B,A1,D11,3000,21954
5007,D,A1,C11,40000,277754
5008,E,E1,E11,3000,71174
5009,B,C1,B11,3000,234979
5010,D,F1,E11,40000,172855
5011,E,C1,A11,40000,71324
5012,E,B1,B11,40000,289570
5013,F,F1,E11,3000,65911
5014,D,A1,A11,3000,254097
5015,B,E1,A11,3000,52681
5016,F,E1,E11,3000,159778
5017,B,B1,C11,3000,231482
5018,C,D1,C11,40000,56078
5019,C,D1,A11,3000,254225
5020,A,E1,F11,40000,244040
5021,A,D1,C11,3000,239888
5022,B,B1,B11,40000,170764
5023,D,E1,C11,40000,127660
5024,B,D1,D11,40000,35456
5025,C,E1,F11,40000,124660
5026,F,F1,D11,3000,5305
5027,E,C1,B11,3000,3420
5028,D,D1,E11,3000,133775
5029,B,E1,E11,3000,63311
5030,D,F1,C11,3000,246305
5031,F,F1,E11,40000,179942
5032,A,B1,C11,40000,37636
5033,F,F1,E11,3000,171627
5034,E,D1,B11,40000,140312
5035,B,D1,F11,3000,89201
5036,B,A1,F11,3000,191535
5037,B,D1,B11,3000,31554
5038,F,C1,B11,40000,256523
5039,E,E1,E11,40000,40751
5040,F,B1,B11,40000,28582
5041,D,F1,F11,40000,279963
5042,C,C1,E11,40000,39745
5043,D,E1,E11,40000,275093
5044,C,A1,E11,40000,75835
5045,F,D1,E11,40000,98623
5046,E,A1,B11,3000,251148
5047,B,B1,E11,40000,88418
5048,C,A1,E11,40000,86639
5049,A,C1,B11,3000,107374
5050,B,B1,F11,40000,135651
5051,A,F1,A11,3000,84384
5052,B,A1,C11,3000,271111
5053,A,F1,C11,40000,286772
5054,A,B1,C11,3000,31777
5055,B,E1,A11,40000,14940
5056,F,F1,A11,40000,143667
5057,C,D1,D11,3000,90399
5058,E,F1,F11,3000,182463
5059,A,E1,C11,3000,257936
5060,D,B1,D11,40000,261207
5061,D,C1,A11,3000,59932
5062,F,E1,F11,40000,173053
5063,E,B1,A11,3000,152306
5064,B,F1,B11,40000,192050
5065,F,B1,C11,40000,103183
5066,E,F1,A11,3000,48250
5067,D,D1,C11,3000,169883
5068,F,F1,F11,3000,276948
5069,B,A1,E11,3000,169976
5070,A,A1,D11,40000,13643
5071,E,D1,D11,3000,215594
5072,F,C1,D11,40000,54972
5073,F,D1,A11,3000,102547
5074,E,E1,F11,40000,183428
5075,E,D1,F11,3000,223571
5076,A,C1,E11,3000,150730
5077,E,E1,A11,3000,116542
5078,C,B1,D11,3000,9632
5079,E,C1,A11,3000,39931
5080,E,D1,A11,3000,115507
5081,D,E1,A11,3000,190572
5082,D,B1,E11,40000,113541
5083,E,F1,F11,3000,106143
5084,F,C1,D11,3000,105139
5085,F,E1,E11,3000,35408
5086,E,D1,F11,3000,251255
5087,B,A1,D11,40000,113143
5088,C,E1,F11,40000,292780
5089,A,B1,C11,3000,93999
5090,A,D1,D11,40000,64362
5091,D,C1,F11,40000,67796
5092,B,C1,A11,40000,194463
5093,B,A1,F11,3000,179063
5094,E,E1,A11,40000,114230
5095,A,F1,E11,3000,175268
5096,A,C1,E11,40000,34280
5097,B,F1,B11,3000,105743
5098,D,E1,A11,3000,83864
5099,A,D1,A11,3000,282037
5100,C,C1,C11,40000,147691
5101,C,B1,B11,3000,122641
5102,D,C1,C11,3000,64354
5103,F,E1,D11,40000,96878
5104,E,E1,E11,3000,79064
5105,B,C1,E11,3000,68564
5106,D,F1,D11,3000,35254
5107,B,B1,A11,3000,216675
5108,D,A1,E11,3000,129478
5109,D,C1,A11,3000,1488
5110,A,D1,C11,3000,51761
5111,D,F1,A11,40000,147359
5112,E,E1,D11,3000,83974
5113,A,B1,E11,3000,242440
5114,F,E1,C11,40000,212674
5115,B,D1,F11,3000,82503
5116,B,B1,E11,3000,95385
5117,B,E1,F11,40000,231865
5118,F,A1,C11,3000,232034
5119,B,B1,F11,40000,288681
5120,C,B1,E11,3000,68939
5121,B,C1,A11,3000,111182
5122,C,C1,E11,3000,115802
5123,B,A1,E11,40000,205743
5124,C,D1,D11,3000,210482
5125,A,F1,A11,3000,159433
5126,B,E1,F11,3000,181642
5127,C,C1,F11,40000,154264
5128,B,F1,A11,40000,252907
5129,E,C1,F11,3000,89359
5130,F,A1,D11,40000,21696
5131,D,E1,C11,40000,43059
5132,F,B1,B11,40000,273548
5133,A,C1,E11,40000,217401
5134,D,D1,C11,40000,232609
5135,E,F1,C11,40000,26447
5136,C,F1,F11,3000,268544
5137,A,D1,B11,40000,246497
5138,C,D1,E11,40000,166559
5139,E,D1,F11,3000,180644
5140,C,D1,D11,40000,241126
5141,E,D1,A11,40000,95183
5142,F,F1,F11,3000,267620
5143,C,E1,E11,40000,218726
5144,B,D1,F11,40000,71249
5145,F,F1,B11,3000,24066
5146,D,C1,C11,40000,114871
5147,F,A1,A11,40000,135760
5148,E,B1,E11,40000,204910
5149,F,C1,E11,3000,14310
5150,E,F1,C11,40000,90048
5151,D,E1,A11,40000,16302
5152,B,A1,E11,3000,180124
5153,F,C1,A11,3000,136808
5154,E,A1,D11,40000,229403
5155,A,F1,A11,3000,268908
5156,D,B1,B11,3000,260229
5157,E,E1,D11,3000,37392
5158,F,B1,F11,40000,66741
5159,F,D1,C11,40000,126354
5160,E,E1,B11,3000,197433
5161,A,D1,B11,3000,74412
5162,E,A1,F11,3000,45093
5163,C,F1,F11,40000,165634
5164,C,B1,A11,3000,238480
5165,A,F1,D11,40000,269507
5166,F,E1,D11,3000,16215
5167,D,A1,B11,40000,195990
5168,D,A1,A11,3000,58764
5169,B,D1,D11,3000,232216
5170,B,E1,A11,40000,279327
5171,B,C1,E11,40000,191715
5172,A,C1,E11,40000,70161
5173,C,D1,A11,3000,820
5174,D,C1,E11,3000,296933
5175,D,B1,D11,40000,130840
5176,F,E1,C11,3000,101547
5177,C,C1,B11,3000,174817
5178,E,F1,C11,40000,44824
5179,D,A1,F11,40000,115240
5180,E,E1,D11,40000,40539
5181,F,C1,D11,3000,222083
5182,B,C1,E11,3000,273461
5183,D,F1,C11,40000,81276
5184,B,B1,F11,3000,98845
5185,B,F1,B11,3000,18657
5186,E,A1,B11,40000,205871
5187,C,F1,D11,3000,22932
5188,E,A1,E11,40000,203622
5189,D,D1,F11,3000,264496
5190,F,B1,F11,40000,148695
5191,A,B1,E11,3000,10166
5192,F,F1,E11,3000,185440
5193,C,E1,C11,3000,160004
5194,E,B1,D11,40000,87571
5195,F,D1,F11,40000,21980
5196,B,E1,E11,40000,21688
5197,D,D1,F11,3000,261010
5198,C,F1,D11,3000,220247
5199,C,E1,D11,3000,80812
5200,A,C1,F11,40000,252972
5201,B,F1,D11,3000,90666
5202,A,D1,D11,40000,237147
5203,E,D1,B11,3000,37273
5204,A,E1,D11,3000,102553
5205,B,B1,D11,40000,1847
5206,D,B1,D11,40000,197969
5207,F,B1,B11,40000,266330
5208,D,C1,F11,3000,6798
5209,E,B1,D11,3000,102930
5210,E,C1,F11,3000,36326
5211,F,C1,E11,40000,21648
5212,B,A1,E11,3000,213838
5213,A,B1,A11,40000,60504
5214,A,C1,E11,3000,123667
5215,E,A1,A11,40000,99587
5216,E,E1,E11,40000,201711
5217,C,A1,A11,3000,73175
5218,A,E1,D11,3000,138566
5219,A,F1,A11,40000,289590
5220,F,C1,C11,3000,112498
5221,A,B1,B11,3000,127712
5222,B,E1,D11,40000,270122
5223,D,A1,E11,3000,182557
5224,A,D1,E11,40000,163021
5225,E,E1,F11,40000,258070
5226,A,D1,C11,3000,174531
5227,D,C1,E11,3000,241321
5228,B,B1,B11,3000,272066
5229,D,E1,E11,40000,157064
5230,B,D1,C11,40000,112357
5231,B,C1,F11,40000,132524
5232,C,B1,B11,3000,78149
5233,B,F1,E11,3000,205857
5234,B,B1,A11,40000,243402
5235,D,B1,E11,40000,42695
5236,A,E1,E11,3000,103201
5237,D,B1,C11,40000,270379
5238,B,B1,E11,40000,18471
5239,B,B1,B11,40000,60443
5240,C,F1,D11,40000,92276
5241,E,C1,A11,3000,289424
5242,B,D1,D11,40000,5188
5243,B,A1,D11,3000,82022
5244,D,D1,B11,3000,27525
5245,D,B1,E11,3000,209968
5246,D,C1,B11,40000,155526
5247,C,B1,D11,3000,222473
5248,E,E1,B11,40000,126760
5249,F,F1,D11,40000,58362
5250,B,C1,C11,40000,19483
5251,D,F1,C11,3000,240688
5252,C,B1,B11,40000,105310
5253,D,C1,D11,40000,113921
5254,D,F1,E11,40000,65170
5255,D,D1,B11,40000,77517
5256,A,F1,A11,3000,181745
5257,A,A1,E11,40000,115244
5258,B,D1,C11,3000,22672
5259,A,A1,E11,40000,197323
5260,C,F1,E11,3000,212855
5261,B,C1,A11,40000,93042
5262,D,B1,C11,40000,118366
5263,D,F1,B11,40000,220426
5264,B,E1,B11,40000,59169
5265,F,E1,D11,40000,208031
5266,E,E1,A11,3000,294193
5267,A,D1,A11,40000,256974
5268,E,E1,B11,40000,54877
5269,A,C1,F11,3000,30043
5270,C,C1,F11,3000,233313
5271,E,B1,F11,40000,200919
5272,C,F1,B11,40000,124793
5273,A,C1,E11,3000,102616
5274,C,D1,F11,40000,58111
5275,C,C1,F11,40000,84561
5276,B,D1,E11,3000,279843
5277,C,D1,D11,3000,92335
5278,C,C1,B11,3000,62745
5279,C,F1,C11,40000,183144
5280,A,E1,D11,40000,48019
5281,F,A1,B11,40000,232823
5282,C,A1,B11,3000,282520
5283,D,F1,F11,40000,197042
5284,B,B1,D11,3000,39471
5285,B,A1,F11,40000,46179
5286,D,A1,B11,40000,142603
5287,F,B1,F11,40000,40629
5288,E,D1,B11,40000,131390
5289,E,C1,C11,40000,111822
5290,A,C1,F11,3000,203991
5291,B,D1,A11,40000,147833
5292,B,B1,D11,40000,105217
5293,D,A1,C11,40000,166015
5294,D,E1,E11,40000,213564
5295,E,A1,A11,3000,13468
5296,B,C1,D11,40000,31994
5297,C,D1,C11,3000,274022
5298,A,B1,A11,3000,122995
5299,E,C1,A11,3000,244069
5300,B,A1,D11,40000,30467
5301,B,F1,B11,40000,104254
5302,B,D1,B11,40000,298886
5303,E,D1,B11,40000,218815
5304,A,C1,F11,40000,161888
5305,A,F1,B11,40000,4083
5306,F,F1,B11,40000,265559
5307,B,A1,A11,3000,103975
5308,B,D1,A11,3000,94773
5309,B,E1,E11,40000,277680
5310,F,D1,F11,3000,166141
5311,B,B1,D11,3000,157182
5312,C,C1,F11,3000,191066
5313,E,B1,E11,40000,52853
5314,C,A1,E11,40000,14109
5315,A,D1,C11,40000,245634
5316,C,D1,E11,3000,84433
5317,A,C1,C11,3000,174327
5318,B,E1,C11,40000,196666
5319,C,F1,B11,3000,216787
5320,A,C1,D11,3000,140118
5321,B,B1,F11,40000,96790
5322,B,B1,E11,3000,88546
5323,F,F1,C11,3000,280791
5324,E,A1,A11,40000,150710
5325,C,C1,A11,40000,148406
5326,F,D1,D11,40000,94609
5327,B,F1,C11,40000,197616
5328,C,F1,E11,40000,254685
5329,E,F1,F11,3000,118279
5330,B,C1,B11,3000,123484
5331,E,A1,B11,40000,132798
5332,E,A1,A11,3000,103111
5333,D,A1,C11,40000,234412
5334,A,C1,F11,40000,39702
5335,A,A1,F11,3000,260897
5336,C,A1,A11,40000,133406
5337,B,C1,F11,40000,74639
5338,A,F1,E11,3000,12560
5339,B,C1,A11,3000,292094
5340,B,B1,F11,40000,108862
5341,D,D1,B11,40000,123129
5342,D,E1,E11,40000,156782
5343,C,B1,C11,40000,10555
5344,A,A1,D11,3000,290213
5345,D,F1,B11,3000,287987
5346,D,C1,B11,3000,115942
5347,F,D1,A11,40000,288145
5348,F,B1,A11,40000,255736
5349,B,F1,D11,3000,146979
5350,B,D1,B11,3000,229822
5351,B,F1,E11,40000,199785
5352,E,B1,A11,40000,155310
5353,C,F1,D11,40000,34120
5354,B,E1,B11,40000,115829
5355,C,E1,E11,3000,65733
5356,B,E1,A11,40000,56455
5357,F,B1,C11,40000,144044
5358,D,D1,A11,3000,3629
5359,B,C1,A11,40000,109706
5360,D,B1,E11,40000,238992
5361,D,B1,A11,40000,141321
5362,A,A1,C11,3000,61208
5363,D,B1,F11,40000,297135
5364,C,B1,F11,3000,27278
5365,A,B1,F11,40000,190862
5366,C,B1,F11,3000,22878
5367,F,D1,C11,3000,147609
5368,E,D1,A11,3000,18744
5369,B,B1,C11,3000,163092
5370,D,E1,C11,3000,96837
5371,D,F1,B11,3000,136032
5372,E,A1,A11,3000,276233
5373,E,C1,A11,3000,17181
5374,C,A1,C11,40000,155223
5375,C,A1,E11,40000,97454
5376,E,D1,D11,3000,209413
5377,E,E1,B11,3000,184850
5378,F,F1,D11,3000,152686
5379,F,D1,A11,3000,196253
5380,D,E1,B11,40000,134342
5381,F,F1,B11,3000,103447
5382,F,D1,D11,40000,77335
5383,E,A1,E11,3000,16884
5384,C,B1,E11,3000,299791
5385,A,B1,F11,40000,282652
5386,B,E1,F11,40000,269871
5387,D,D1,E11,3000,280803
5388,B,A1,B11,40000,248708
5389,D,F1,E11,3000,267453
5390,F,D1,E11,40000,3130
5391,A,B1,B11,3000,103316
5392,E,B1,D11,3000,131928
5393,C,A1,A11,3000,213219
5394,F,A1,A11,3000,17853
5395,E,B1,B11,40000,138752
5396,D,C1,D11,3000,137668
5397,F,B1,A11,40000,25862
5398,A,A1,D11,3000,265723
5399,A,F1,D11,3000,241586
5400,D,E1,F11,40000,239435
5401,A,F1,C11,3000,100320
5402,E,E1,C11,3000,129791
5403,E,E1,E11,3000,92349
5404,C,B1,F11,40000,207167
5405,C,E1,E11,3000,294216
5406,C,F1,E11,3000,72943
5407,E,D1,B11,40000,274672
5408,A,A1,C11,3000,288749
5409,D,F1,F11,40000,190252
5410,D,F1,B11,40000,51510
5411,D,B1,C11,40000,199700
5412,E,F1,E11,40000,5730
5413,F,B1,C11,3000,216355
5414,C,C1,C11,3000,290064
5415,F,C1,B11,40000,181095
5416,E,E1,D11,40000,278997
5417,F,D1,A11,3000,297606
5418,E,B1,F11,40000,210967
5419,D,A1,D11,3000,228475
5420,F,E1,B11,40000,140364
5421,C,B1,F11,3000,99968
5422,C,C1,E11,40000,228863
5423,A,A1,A11,40000,138075
5424,B,F1,C11,3000,113899
5425,F,D1,E11,40000,268288
5426,C,C1,C11,40000,272151
5427,E,A1,F11,3000,123970
5428,D,F1,E11,40000,176548
5429,C,B1,D11,3000,93153
5430,E,A1,E11,40000,144068
5431,B,C1,C11,3000,264366
5432,E,F1,A11,3000,70661
5433,C,C1,F11,40000,64276
5434,A,F1,B11,40000,136333
5435,C,A1,B11,40000,108258
5436,D,B1,F11,40000,92878
5437,D,C1,F11,40000,206204
5438,B,C1,B11,3000,248793
5439,E,C1,A11,40000,108643
5440,C,D1,F11,40000,36468
5441,E,A1,D11,3000,162535
5442,B,F1,E11,40000,124102
5443,C,C1,D11,40000,60977
5444,A,C1,F11,3000,239444
5445,E,C1,D11,40000,272853
5446,A,C1,E11,3000,286304
5447,B,C1,C11,3000,96029
5448,C,C1,A11,3000,152264
5449,D,E1,A11,40000,141952
5450,A,A1,A11,3000,53916
5451,B,A1,B11,40000,227923
5452,A,B1,B11,40000,159215
5453,B,C1,C11,40000,67928
5454,C,F1,E11,3000,150817
5455,D,D1,D11,40000,250394
5456,E,A1,E11,40000,8648
5457,F,A1,E11,40000,100344
5458,C,E1,A11,3000,138147
5459,B,A1,E11,40000,190075
5460,C,C1,E11,40000,95221
5461,C,E1,B11,40000,289029
5462,D,B1,E11,3000,146322
5463,F,F1,F11,3000,110431
5464,E,E1,C11,3000,296803
5465,B,F1,F11,40000,173526
5466,D,A1,C11,40000,299544
5467,D,F1,E11,40000,176158
5468,E,B1,A11,3000,57048
5469,A,F1,A11,40000,171877
5470,D,E1,C11,40000,7577
5471,B,A1,C11,40000,82636
5472,E,E1,C11,3000,179863
5473,F,E1,B11,40000,33298
5474,E,F1,F11,40000,69403
5475,A,D1,E11,40000,4449
5476,B,E1,B11,3000,161515
5477,C,E1,F11,3000,135644
5478,C,A1,A11,40000,241487
5479,B,E1,E11,3000,95566
5480,E,F1,A11,3000,252561
5481,D,D1,A11,3000,46656
5482,B,A1,E11,40000,260309
5483,B,A1,F11,3000,104101
5484,D,D1,D11,3000,92991
5485,F,B1,B11,40000,276894
5486,A,A1,D11,3000,299701
5487,F,D1,A11,40000,78734
5488,A,F1,F11,40000,133066
5489,D,F1,A11,3000,144619
5490,C,E1,B11,3000,16514
5491,C,B1,E11,40000,13249
5492,E,E1,A11,40000,63505
5493,F,F1,D11,3000,104979
5494,E,B1,F11,40000,135749
5495,A,E1,E11,3000,183319
5496,C,D1,A11,40000,141567
5497,C,F1,F11,40000,95406
5498,A,E1,D11,3000,108924
5499,D,B1,D11,40000,226374
5500,C,E1,F11,40000,109809
5501,C,D1,E11,3000,60150
5502,A,C1,D11,40000,147134
5503,B,B1,C11,40000,16260
5504,F,F1,C11,3000,270360
5505,B,A1,D11,3000,42836
5506,A,A1,F11,3000,162212
5507,C,F1,C11,40000,168984
5508,B,D1,A11,40000,254022
5509,D,C1,E11,40000,29091
5510,D,F1,F11,40000,83870
5511,F,F1,C11,40000,186243
5512,B,C1,D11,3000,74989
5513,E,B1,C11,40000,286023
5514,E,F1,A11,3000,260383
5515,F,B1,A11,3000,140262
5516,F,C1,D11,3000,136557
5517,F,E1,D11,40000,291825
5518,D,F1,F11,40000,284483
5519,F,A1,E11,40000,160491
5520,D,F1,A11,3000,147714
5521,B,C1,D11,40000,189546
5522,F,C1,A11,3000,48613
5523,F,C1,E11,40000,33245
5524,C,B1,D11,40000,271898
5525,E,E1,D11,40000,220823
5526,D,F1,A11,40000,160198
5527,C,D1,E11,3000,282232
5528,E,D1,B11,40000,112651
5529,B,C1,D11,40000,73346
5530,D,F1,B11,3000,70507
5531,A,B1,B11,3000,116211
5532,E,A1,B11,3000,142796
5533,D,C1,C11,3000,255694
5534,B,D1,A11,40000,171619
5535,E,A1,E11,3000,286078
5536,D,F1,A11,3000,298183
5537,A,A1,F11,40000,24108
5538,E,B1,A11,40000,230528
5539,C,B1,D11,40000,198656
5540,F,E1,A11,40000,221360
5541,A,F1,A11,3000,91766
5542,C,A1,F11,3000,207287
5543,C,A1,F11,40000,104316
5544,D,F1,E11,40000,292805
5545,F,A1,E11,3000,14293
5546,E,F1,F11,3000,36873
5547,B,F1,D11,40000,259893
5548,E,F1,D11,3000,59445
5549,E,E1,C11,3000,204943
5550,C,D1,D11,40000,247736
5551,D,E1,C11,3000,133808
5552,F,E1,B11,40000,184799
5553,B,D1,A11,40000,247640
5554,D,C1,A11,3000,267092
5555,E,B1,C11,3000,152043
5556,D,E1,F11,40000,292737
5557,D,C1,E11,3000,224985
5558,C,C1,D11,3000,168596
5559,D,A1,F11,3000,258866
5560,A,A1,C11,40000,236407
5561,F,F1,B11,40000,228158
5562,B,C1,B11,40000,171643
5563,A,E1,A11,40000,56706
5564,C,F1,A11,40000,154235
5565,C,B1,D11,40000,120041
5566,A,D1,B11,3000,224927
5567,D,B1,E11,40000,245464
5568,D,C1,E11,3000,245153
5569,C,A1,D11,3000,51605
5570,D,C1,E11,3000,191959
5571,E,C1,F11,3000,259552
5572,A,F1,D11,3000,236374
5573,A,D1,D11,40000,214434
5574,B,F1,E11,3000,27735
5575,E,C1,A11,40000,182602
5576,C,F1,E11,40000,143092
5577,C,B1,A11,3000,174041
5578,A,C1,F11,3000,283082
5579,D,D1,A11,3000,44901
5580,E,D1,D11,40000,4852
5581,F,F1,B11,40000,21840
5582,E,A1,B11,40000,75690
5583,A,E1,C11,3000,297840
5584,A,E1,B11,40000,130197
5585,C,A1,B11,40000,127147
5586,D,E1,A11,3000,201123
5587,C,E1,C11,40000,175379
5588,F,B1,D11,40000,184329
5589,E,C1,C11,40000,145508
5590,D,E1,F11,40000,272516
5591,A,E1,B11,40000,103776
5592,D,A1,F11,3000,167126
5593,F,B1,A11,3000,272027
5594,B,A1,E11,40000,11116
5595,F,C1,B11,40000,225493
5596,D,D1,A11,3000,58647
5597,C,D1,D11,40000,183079
5598,C,D1,B11,3000,282935
5599,F,B1,B11,3000,28061
5600,D,B1,E11,3000,191503
5601,B,C1,F11,3000,251829
5602,D,F1,A11,3000,54093
5603,B,F1,D11,3000,143974
5604,C,B1,D11,40000,104935
5605,C,F1,B11,40000,195697
5606,F,F1,F11,3000,122410
5607,D,A1,E11,40000,278607
5608,D,F1,A11,3000,212647
5609,C,C1,A11,40000,47857
5610,B,F1,A11,40000,299192
5611,D,C1,F11,40000,56948
5612,E,D1,A11,40000,23677
5613,C,B1,F11,40000,14181
5614,C,B1,C11,3000,141084
5615,C,E1,F11,40000,137824
5616,C,C1,A11,40000,126327
5617,B,F1,D11,40000,109945
5618,A,F1,C11,40000,133032
5619,D,D1,F11,40000,77848
5620,C,B1,A11,3000,142812
5621,F,D1,D11,3000,177782
5622,C,C1,A11,40000,289366
5623,A,E1,B11,3000,217541
5624,B,A1,B11,3000,191829
5625,A,D1,A11,40000,266830
5626,C,A1,D11,3000,151929
5627,E,B1,F11,40000,284609
5628,B,C1,F11,40000,136220
5629,B,E1,D11,3000,116638
5630,C,D1,E11,3000,251788
5631,E,A1,A11,3000,85190
5632,B,F1,A11,40000,77912
5633,D,A1,D11,3000,107110
5634,A,F1,C11,3000,106091
5635,D,B1,C11,3000,261477
5636,E,A1,C11,3000,277306
5637,B,E1,D11,3000,38906
5638,E,D1,C11,40000,240397
5639,E,B1,D11,40000,268118
5640,A,F1,A11,3000,178414
5641,F,D1,C11,40000,202182
5642,A,C1,F11,3000,297014
5643,F,D1,F11,40000,18754
5644,C,B1,C11,40000,179248
5645,E,E1,E11,3000,21016
5646,C,F1,F11,40000,141659
5647,C,F1,D11,40000,129848
5648,D,B1,F11,3000,288509
5649,A,F1,E11,40000,99424
5650,E,C1,D11,3000,116919
5651,D,C1,B11,3000,37258
5652,C,B1,F11,3000,208047
5653,A,F1,F11,3000,25361
5654,F,A1,E11,40000,119657
5655,B,C1,C11,40000,49296
5656,F,E1,E11,40000,226871
5657,A,E1,B11,3000,272275
5658,F,F1,B11,40000,111607
5659,F,B1,F11,40000,104314
5660,C,F1,B11,3000,231919
5661,D,A1,A11,40000,262632
5662,C,A1,D11,40000,143668
5663,F,D1,E11,3000,13862
5664,D,E1,D11,3000,263958
5665,D,D1,E11,40000,153389
5666,A,D1,A11,40000,126859
5667,C,C1,A11,3000,96434
5668,E,C1,B11,3000,75683
5669,A,F1,F11,3000,116577
5670,E,D1,B11,3000,8949
5671,D,E1,B11,3000,285617
5672,F,F1,C11,40000,34039
5673,D,C1,E11,40000,167501
5674,D,A1,E11,40000,52648
5675,B,B1,F11,3000,209953
5676,E,C1,C11,3000,254299
5677,F,E1,C11,3000,31288
5678,B,A1,A11,3000,40090
5679,B,B1,B11,3000,86681
5680,D,B1,D11,3000,299605
5681,E,F1,C11,3000,105082
5682,C,B1,C11,40000,91784
5683,C,E1,A11,3000,54948
5684,D,D1,E11,40000,19028
5685,C,E1,A11,3000,172472
5686,E,D1,F11,40000,293860
5687,A,B1,D11,40000,193760
5688,F,D1,C11,40000,290324
5689,C,D1,C11,3000,187894
5690,B,D1,C11,40000,181678
5691,A,A1,D11,40000,293498
5692,A,D1,E11,40000,104506
5693,A,D1,D11,3000,100410
5694,E,C1,C11,40000,294755
5695,D,F1,E11,40000,168427
5696,C,E1,D11,3000,29433
5697,A,D1,B11,40000,294915
5698,C,D1,A11,3000,113848
5699,E,F1,B11,3000,75024
5700,B,C1,D11,40000,165738
5701,B,E1,D11,3000,165107
5702,D,B1,F11,40000,92699
5703,D,A1,A11,3000,121791
5704,F,B1,F11,3000,218354
5705,F,E1,E11,3000,264747
5706,E,D1,F11,40000,226
5707,B,D1,D11,3000,76650
5708,C,A1,C11,40000,141203
5709,A,F1,D11,40000,123653
5710,F,C1,B11,40000,131857
5711,E,A1,E11,40000,56686
5712,E,F1,F11,3000,93353
5713,E,E1,F11,40000,114630
5714,F,F1,B11,40000,67321
5715,C,C1,B11,3000,215017
5716,A,C1,E11,3000,150081
5717,C,C1,A11,40000,158094
5718,F,E1,F11,3000,150049
5719,B,C1,C11,3000,134789
5720,A,E1,F11,40000,139439
5721,A,C1,C11,3000,290225
5722,C,C1,E11,3000,42884
5723,D,A1,F11,40000,101091
5724,C,C1,F11,40000,4408
5725,A,A1,D11,3000,286491
5726,B,F1,F11,3000,39449
5727,D,D1,C11,40000,227368
5728,F,E1,F11,3000,172189
5729,E,B1,C11,40000,61577
5730,F,E1,A11,3000,30488
5731,C,D1,B11,3000,26130
5732,A,C1,F11,40000,185508
5733,B,C1,E11,3000,256822
5734,A,E1,D11,40000,289599
5735,C,E1,C11,40000,8475
5736,F,D1,B11,40000,124243
5737,A,B1,A11,3000,11582
5738,E,C1,D11,3000,41064
5739,A,A1,A11,3000,178915
5740,F,E1,D11,40000,184751
5741,A,B1,C11,40000,212962
5742,E,A1,A11,3000,76876
5743,F,A1,A11,40000,33059
5744,F,E1,B11,40000,102885
5745,E,F1,E11,3000,21194
5746,B,A1,A11,40000,249031
5747,B,F1,B11,40000,207237
5748,B,D1,F11,3000,254678
5749,C,A1,C11,3000,231327
5750,D,D1,E11,40000,204721
5751,C,B1,D11,40000,22334
5752,C,D1,D11,3000,119324
5753,B,E1,E11,3000,264785
5754,A,D1,C11,3000,27953
5755,D,C1,A11,3000,231110
