Car Make,Car Mileage,Cost,Id
Jaguar,35391,40000,4927
Hyundai,255182,3000,4928
Tesla,184240,3000,4929
Suzuki,284681,40000,4930
Tesla,78153,3000,4931
Jaguar,22180,3000,4932
Audi,152580,3000,4933
Ford,126708,40000,4934
Nissan,147863,40000,4935
Ford,132638,40000,4936
Land Rover,17950,40000,4937
Jaguar,6865,3000,4938
Honda,281320,3000,4939
Lamborghini,254188,3000,4940
Porsche,263732,3000,4941
Nissan,115657,40000,4942
Ford,272111,3000,4943
Volvo,73436,3000,4944
Jaguar,229471,40000,4945
Porsche,206433,40000,4946
Kia,260862,3000,4947
Volvo,211044,3000,4948
Land Rover,247724,40000,4949
Mazda,210489,40000,4950
Ferrari,66552,40000,4951
Tesla,157513,40000,4952
Lamborghini,7714,3000,4953
Audi,205717,3000,4954
Mazda,36877,40000,4955
BMW,230337,3000,4956
Ferrari,240030,3000,4957
Land Rover,112585,40000,4958
Hyundai,187574,3000,4959
Volvo,147122,3000,4960
Volvo,289165,40000,4961
Porsche,88806,40000,4962
Mazda,104870,3000,4963
Kia,54257,3000,4964
Volkswagen,221664,3000,4965
Lamborghini,196131,40000,4966
Tesla,87235,3000,4967
Nissan,284885,40000,4968
Jaguar,268735,40000,4969
Tesla,144830,3000,4970
Suzuki,80626,40000,4971
Tesla,239139,40000,4972
Kia,269298,40000,4973
Porsche,299369,3000,4974
Toyota,162315,40000,4975
BMW,44375,40000,4976
Jaguar,26854,40000,4977
Jaguar,18281,3000,4978
Ford,170470,3000,4979
Suzuki,126515,40000,4980
Subaru,286121,3000,4981
Porsche,68431,3000,4982
Kia,201656,40000,4983
Hyundai,207070,40000,4984
Porsche,290479,40000,4985
Ford,21992,40000,4986
Subaru,194406,3000,4987
Land Rover,134051,40000,4988
Toyota,208102,3000,4989
Audi,114003,40000,4990
Ford,294054,3000,4991
Tesla,215105,40000,4992
Land Rover,119270,40000,4993
Mercedes,154536,3000,4994
Volkswagen,43915,3000,4995
Lamborghini,221812,40000,4996
Hyundai,260119,40000,4997
Audi,95899,3000,4998
Audi,172528,40000,4999
Volvo,280049,3000,5000
Porsche,295525,3000,5001
Volkswagen,17856,3000,5002
Porsche,118034,40000,5003
Land Rover,176669,40000,5004
Land Rover,214168,40000,5005
Ford,182570,40000,5006
Porsche,31130,3000,5007
Porsche,87115,3000,5008
Audi,207586,3000,5009
Subaru,4970,3000,5010
Hyundai,260962,40000,5011
Ferrari,127958,40000,5012
Hyundai,132123,3000,5013
Land Rover,46076,40000,5014
Volkswagen,214313,40000,5015
Hyundai,194968,40000,5016
Chevrolet,36088,40000,5017
Audi,16049,3000,5018
Volkswagen,22741,3000,5019
Honda,261206,3000,5020
BMW,131544,3000,5021
Jaguar,134076,3000,5022
Subaru,156414,40000,5023
Toyota,287444,40000,5024
Jaguar,146438,3000,5025
Volvo,275799,40000,5026
Ford,277802,40000,5027
Suzuki,149724,3000,5028
Chevrolet,203033,40000,5029
Hyundai,104580,3000,5030
Volvo,19407,3000,5031
Chevrolet,37974,3000,5032
Mazda,185793,3000,5033
Suzuki,148630,40000,5034
Kia,203356,40000,5035
Jaguar,97574,3000,5036
Subaru,210477,3000,5037
Nissan,255555,40000,5038
Land Rover,271770,40000,5039
Ford,79741,40000,5040
Mercedes,205552,3000,5041
Toyota,84992,3000,5042
Subaru,58440,40000,5043
Volvo,116294,3000,5044
Ferrari,57503,40000,5045
Hyundai,297251,3000,5046
BMW,268017,40000,5047
Kia,271489,40000,5048
Lamborghini,14484,40000,5049
Nissan,103186,40000,5050
Kia,70990,3000,5051
Honda,76334,40000,5052
Suzuki,189870,40000,5053
Suzuki,115436,3000,5054
Ford,9456,40000,5055
Mazda,79319,3000,5056
Mazda,215718,40000,5057
Suzuki,244855,3000,5058
Volvo,47688,40000,5059
Kia,58650,3000,5060
Land Rover,232123,3000,5061
Lamborghini,284402,40000,5062
Chevrolet,241,40000,5063
BMW,100684,3000,5064
Volvo,125202,3000,5065
Volkswagen,234669,3000,5066
Volkswagen,24068,40000,5067
Subaru,61571,3000,5068
Jaguar,3300,40000,5069
Mercedes,279483,3000,5070
Mazda,241005,40000,5071
Nissan,22904,40000,5072
Ferrari,48555,3000,5073
Lamborghini,68086,40000,5074
Mazda,159987,3000,5075
Ford,25889,3000,5076
Land Rover,152668,3000,5077
Porsche,267012,3000,5078
Jaguar,188175,40000,5079
Volvo,60672,3000,5080
Nissan,231624,3000,5081
Ferrari,192341,3000,5082
Kia,203574,40000,5083
BMW,218526,40000,5084
Volkswagen,266880,40000,5085
Porsche,71306,40000,5086
Lamborghini,159240,3000,5087
Jaguar,274176,40000,5088
Mercedes,171739,40000,5089
Hyundai,16794,3000,5090
Lamborghini,227501,40000,5091
Land Rover,89409,40000,5092
Honda,85844,3000,5093
Volkswagen,124922,3000,5094
Jaguar,124411,40000,5095
Hyundai,180284,40000,5096
Mazda,44621,3000,5097
Suzuki,3466,3000,5098
BMW,143493,40000,5099
Audi,144303,40000,5100
Suzuki,293676,3000,5101
Porsche,84950,3000,5102
Lamborghini,272263,40000,5103
Hyundai,147917,3000,5104
Nissan,267058,3000,5105
Audi,36997,3000,5106
Nissan,202726,40000,5107
Suzuki,254458,40000,5108
Tesla,6680,3000,5109
Land Rover,238301,40000,5110
Volkswagen,195978,40000,5111
Ford,251792,40000,5112
Mercedes,286961,3000,5113
Ford,147126,3000,5114
Mazda,294366,40000,5115
Porsche,15995,40000,5116
Honda,230105,40000,5117
Suzuki,34507,3000,5118
Ferrari,31478,40000,5119
Subaru,253402,3000,5120
Subaru,298628,40000,5121
Chevrolet,247007,40000,5122
Mazda,80019,40000,5123
BMW,173738,40000,5124
Nissan,242236,40000,5125
Ford,266495,40000,5126
BMW,97985,3000,5127
Mazda,242711,40000,5128
Mercedes,298991,3000,5129
Mercedes,205551,40000,5130
Chevrolet,262433,3000,5131
Ford,221316,40000,5132
Lamborghini,187700,3000,5133
Mercedes,222189,3000,5134
BMW,137230,40000,5135
Hyundai,246452,3000,5136
Ford,145761,3000,5137
Ferrari,77867,40000,5138
Toyota,52502,40000,5139
BMW,180682,3000,5140
Suzuki,237674,40000,5141
Honda,143054,40000,5142
Audi,79048,3000,5143
Honda,160301,3000,5144
Audi,61660,3000,5145
Tesla,244844,3000,5146
Toyota,47619,40000,5147
Nissan,217207,40000,5148
Jaguar,102731,40000,5149
Land Rover,97917,40000,5150
Ford,54622,3000,5151
Volkswagen,107858,40000,5152
Mercedes,119194,3000,5153
Volkswagen,256849,3000,5154
Ferrari,168733,40000,5155
Tesla,137901,3000,5156
Porsche,102889,3000,5157
Volvo,231724,3000,5158
Nissan,192611,40000,5159
Chevrolet,126187,40000,5160
Audi,222754,3000,5161
Mazda,187996,3000,5162
Ford,160158,40000,5163
Ford,158370,3000,5164
Tesla,143331,40000,5165
Kia,161123,40000,5166
Honda,76412,40000,5167
Subaru,249231,3000,5168
Volvo,126183,3000,5169
Volkswagen,243677,40000,5170
Mazda,259664,40000,5171
Mazda,200134,3000,5172
Audi,140212,40000,5173
Lamborghini,52536,3000,5174
Mercedes,186830,40000,5175
Mazda,290969,3000,5176
Volkswagen,200606,40000,5177
Ford,116287,40000,5178
Lamborghini,273325,3000,5179
Audi,172846,40000,5180
Lamborghini,178916,3000,5181
Suzuki,123245,40000,5182
Kia,282172,40000,5183
Nissan,73042,40000,5184
Mercedes,212146,40000,5185
Volvo,57750,40000,5186
Ford,19045,40000,5187
Ferrari,101098,3000,5188
Ford,20544,3000,5189
Toyota,46831,3000,5190
Porsche,64751,3000,5191
Land Rover,73500,3000,5192
Nissan,123087,3000,5193
Volkswagen,48420,3000,5194
Jaguar,13684,40000,5195
Ford,253110,40000,5196
Chevrolet,77533,3000,5197
Honda,295753,40000,5198
BMW,31710,3000,5199
Toyota,85530,3000,5200
Subaru,242201,40000,5201
Audi,30032,40000,5202
BMW,295252,3000,5203
Land Rover,258734,40000,5204
Subaru,53309,3000,5205
Toyota,136238,3000,5206
Kia,227662,3000,5207
Porsche,172794,40000,5208
Volvo,130543,3000,5209
Land Rover,203134,40000,5210
Nissan,31556,40000,5211
Chevrolet,48971,3000,5212
Volvo,107560,3000,5213
Toyota,43062,3000,5214
Honda,103261,40000,5215
Toyota,61869,40000,5216
Volvo,251355,3000,5217
Suzuki,20508,40000,5218
Hyundai,202183,3000,5219
Ford,165662,3000,5220
Kia,289855,40000,5221
Mazda,154445,40000,5222
Volkswagen,280347,3000,5223
Audi,132895,40000,5224
Subaru,40424,3000,5225
Mazda,265601,3000,5226
Kia,52199,40000,5227
Tesla,22489,40000,5228
Audi,65904,40000,5229
Toyota,89947,3000,5230
Volkswagen,118338,40000,5231
Honda,172968,3000,5232
Hyundai,234972,3000,5233
Mercedes,273952,3000,5234
Mercedes,4157,3000,5235
Lamborghini,31277,3000,5236
Subaru,218577,40000,5237
Ford,24559,40000,5238
Lamborghini,296780,3000,5239
Suzuki,68016,3000,5240
Suzuki,5700,40000,5241
Chevrolet,263714,40000,5242
Mercedes,98770,3000,5243
Chevrolet,142099,40000,5244
Chevrolet,62471,3000,5245
Honda,199846,3000,5246
Toyota,236898,3000,5247
Kia,279998,3000,5248
Mercedes,6634,40000,5249
Ferrari,251429,3000,5250
BMW,10572,3000,5251
Nissan,181449,40000,5252
Tesla,197407,40000,5253
Subaru,44172,40000,5254
Kia,216193,40000,5255
Kia,22305,3000,5256
Audi,93618,3000,5257
Nissan,65943,3000,5258
Ford,214097,40000,5259
Mazda,145196,3000,5260
Volvo,16444,3000,5261
Volvo,253383,3000,5262
Ferrari,215851,40000,5263
Volkswagen,32344,40000,5264
Honda,104346,3000,5265
Mazda,282539,3000,5266
Kia,151411,3000,5267
Kia,118402,3000,5268
Mercedes,83519,40000,5269
Mercedes,221020,3000,5270
Land Rover,232554,3000,5271
Mercedes,88256,3000,5272
Chevrolet,257341,40000,5273
Volvo,205225,3000,5274
Volvo,119018,3000,5275
Ford,91621,40000,5276
Hyundai,10531,40000,5277
Toyota,10155,40000,5278
Subaru,212253,3000,5279
Ferrari,247473,3000,5280
Honda,270985,3000,5281
Chevrolet,297354,40000,5282
Volvo,222569,40000,5283
Tesla,94541,3000,5284
Land Rover,110040,40000,5285
Nissan,73614,40000,5286
Mercedes,197081,40000,5287
Ford,283982,3000,5288
Audi,240220,3000,5289
Hyundai,268236,3000,5290
Mazda,70276,3000,5291
Toyota,160722,3000,5292
Audi,133173,40000,5293
Volkswagen,166531,40000,5294
Mercedes,197041,40000,5295
Toyota,183420,40000,5296
Lamborghini,227100,3000,5297
Suzuki,234293,40000,5298
Lamborghini,282073,3000,5299
Volkswagen,156910,3000,5300
Kia,107648,40000,5301
Ferrari,5187,3000,5302
Tesla,281408,3000,5303
Audi,68478,3000,5304
Hyundai,193995,40000,5305
Suzuki,217002,3000,5306
BMW,181819,3000,5307
Land Rover,126703,3000,5308
Audi,168304,40000,5309
Hyundai,156926,40000,5310
Chevrolet,1057,3000,5311
Toyota,203316,40000,5312
Mercedes,291644,40000,5313
Subaru,127167,3000,5314
Volvo,50172,40000,5315
Ford,154144,40000,5316
Tesla,114374,40000,5317
Chevrolet,135651,40000,5318
Volkswagen,52800,40000,5319
Hyundai,46882,3000,5320
Mazda,157128,40000,5321
Porsche,144523,40000,5322
Audi,127161,3000,5323
Mazda,111869,40000,5324
Honda,143527,3000,5325
Honda,235986,3000,5326
Hyundai,269599,40000,5327
Nissan,91087,3000,5328
Jaguar,179297,40000,5329
Jaguar,292523,3000,5330
Audi,176369,40000,5331
Toyota,258807,40000,5332
Audi,164564,40000,5333
Tesla,239348,40000,5334
Subaru,183111,3000,5335
Nissan,134167,3000,5336
Chevrolet,38301,40000,5337
Porsche,107871,40000,5338
Tesla,132409,3000,5339
Volvo,189508,40000,5340
BMW,124159,3000,5341
Ford,5529,40000,5342
Mercedes,14612,3000,5343
Hyundai,176862,3000,5344
Toyota,119289,40000,5345
BMW,277056,40000,5346
Mercedes,47110,3000,5347
Toyota,3944,40000,5348
Nissan,117872,40000,5349
Nissan,48173,3000,5350
Tesla,69077,3000,5351
Kia,69437,3000,5352
Jaguar,105064,3000,5353
Audi,17552,3000,5354
Mazda,146628,3000,5355
Chevrolet,242333,3000,5356
Kia,252312,3000,5357
Toyota,106,3000,5358
Hyundai,289464,40000,5359
Chevrolet,183327,3000,5360
Lamborghini,223317,3000,5361
Nissan,162558,3000,5362
Jaguar,120044,40000,5363
BMW,295822,40000,5364
Lamborghini,149085,3000,5365
Mazda,213054,40000,5366
Chevrolet,130260,40000,5367
Chevrolet,159519,40000,5368
Kia,259675,40000,5369
Subaru,288739,40000,5370
Volvo,51557,40000,5371
Kia,140223,3000,5372
Audi,284304,3000,5373
Audi,180084,40000,5374
Jaguar,193010,3000,5375
Mercedes,211787,40000,5376
Porsche,265455,3000,5377
Suzuki,27896,3000,5378
Suzuki,273012,3000,5379
Jaguar,202609,40000,5380
Lamborghini,142827,3000,5381
Nissan,149333,40000,5382
Tesla,99246,3000,5383
Volkswagen,274322,3000,5384
Mazda,3894,3000,5385
Tesla,52379,40000,5386
Land Rover,154604,40000,5387
Subaru,208923,3000,5388
Kia,228572,3000,5389
Porsche,72898,40000,5390
Ferrari,298079,40000,5391
Land Rover,61899,3000,5392
Audi,104237,3000,5393
Lamborghini,170305,3000,5394
Kia,177226,40000,5395
BMW,133264,40000,5396
Ferrari,85124,40000,5397
Audi,119986,40000,5398
Audi,271414,40000,5399
Toyota,78885,40000,5400
Kia,146289,40000,5401
Audi,178514,3000,5402
Volvo,71506,3000,5403
Volkswagen,49631,40000,5404
Volkswagen,121866,40000,5405
Kia,132527,3000,5406
Audi,222501,3000,5407
Mercedes,127374,3000,5408
Hyundai,194421,3000,5409
Volkswagen,282350,40000,5410
Nissan,151155,40000,5411
BMW,140782,3000,5412
BMW,156832,3000,5413
Land Rover,112795,3000,5414
Tesla,24532,3000,5415
Suzuki,279929,3000,5416
Tesla,65227,40000,5417
Lamborghini,141555,40000,5418
Kia,110223,3000,5419
Toyota,47883,3000,5420
BMW,8659,3000,5421
Suzuki,191665,3000,5422
Ferrari,24108,40000,5423
Subaru,35285,3000,5424
Kia,29158,3000,5425
Honda,95919,3000,5426
Hyundai,111497,40000,5427
Honda,154364,3000,5428
Hyundai,289803,3000,5429
Land Rover,10832,3000,5430
BMW,139253,3000,5431
Honda,188067,3000,5432
Porsche,295972,3000,5433
Audi,67365,3000,5434
Lamborghini,43533,3000,5435
Audi,258326,40000,5436
Mazda,183104,40000,5437
Ferrari,156084,40000,5438
Nissan,282896,40000,5439
Mazda,128069,40000,5440
Suzuki,147349,3000,5441
Ford,186461,40000,5442
Hyundai,39876,3000,5443
Porsche,170118,3000,5444
Mercedes,214886,40000,5445
Porsche,184376,3000,5446
BMW,170018,40000,5447
Land Rover,213512,40000,5448
Land Rover,11106,3000,5449
BMW,269717,3000,5450
Volkswagen,248450,3000,5451
BMW,203709,3000,5452
Subaru,295847,3000,5453
Ferrari,175289,3000,5454
Tesla,298263,3000,5455
Tesla,118780,3000,5456
Land Rover,222068,40000,5457
Tesla,55424,3000,5458
Audi,170051,3000,5459
Lamborghini,143375,40000,5460
Lamborghini,3914,3000,5461
Porsche,193649,3000,5462
Jaguar,38087,3000,5463
Audi,205003,3000,5464
Tesla,284027,40000,5465
Jaguar,166944,40000,5466
Audi,290655,3000,5467
Tesla,231589,3000,5468
Subaru,2924,40000,5469
Porsche,113080,40000,5470
Tesla,65245,3000,5471
Nissan,192471,40000,5472
Jaguar,214887,3000,5473
Chevrolet,134044,3000,5474
Volkswagen,166161,3000,5475
Audi,53483,40000,5476
Toyota,2764,3000,5477
Suzuki,266595,40000,5478
Audi,81679,40000,5479
Subaru,270319,40000,5480
Lamborghini,5339,3000,5481
Chevrolet,249985,40000,5482
Subaru,280388,40000,5483
Ford,36092,3000,5484
Ford,280627,40000,5485
Jaguar,266813,40000,5486
Nissan,105371,3000,5487
Lamborghini,161563,40000,5488
Ferrari,196566,40000,5489
Mazda,222428,40000,5490
Toyota,102478,40000,5491
Nissan,298710,3000,5492
Kia,9158,3000,5493
Chevrolet,299927,40000,5494
Volkswagen,214698,3000,5495
Ford,265042,3000,5496
Subaru,153527,40000,5497
Mercedes,11008,40000,5498
BMW,75209,40000,5499
Kia,266017,3000,5500
Subaru,32907,40000,5501
Lamborghini,46230,40000,5502
Volkswagen,199690,40000,5503
Suzuki,284817,40000,5504
Subaru,86442,40000,5505
Toyota,214875,40000,5506
Volkswagen,282465,3000,5507
Volvo,88777,40000,5508
Mazda,184393,3000,5509
Porsche,61339,3000,5510
Porsche,239337,3000,5511
Hyundai,92567,3000,5512
Chevrolet,279342,40000,5513
Mercedes,296912,3000,5514
Porsche,102346,40000,5515
Jaguar,173397,40000,5516
Porsche,137572,40000,5517
Chevrolet,132898,40000,5518
BMW,240183,40000,5519
Kia,132939,3000,5520
Lamborghini,228836,40000,5521
Porsche,107049,3000,5522
Ford,253375,3000,5523
Chevrolet,144936,40000,5524
Audi,184475,3000,5525
Suzuki,78285,40000,5526
Kia,128985,40000,5527
BMW,165312,3000,5528
Hyundai,172268,3000,5529
Ford,283109,40000,5530
Toyota,66761,3000,5531
Subaru,297304,3000,5532
Audi,238770,3000,5533
Ferrari,46472,40000,5534
Volkswagen,191859,3000,5535
Toyota,130212,3000,5536
Nissan,249565,40000,5537
Porsche,43852,3000,5538
Ford,170250,40000,5539
Volkswagen,280585,40000,5540
Mercedes,16519,40000,5541
Audi,44766,3000,5542
Volvo,20783,3000,5543
Lamborghini,204066,3000,5544
Mazda,164258,40000,5545
Toyota,19215,3000,5546
Nissan,9646,3000,5547
Subaru,186407,40000,5548
Honda,274260,3000,5549
Toyota,229982,3000,5550
Tesla,59716,40000,5551
Ford,136048,3000,5552
Tesla,294502,40000,5553
Hyundai,216623,3000,5554
Chevrolet,83478,40000,5555
Subaru,254662,3000,5556
Nissan,232255,40000,5557
BMW,87024,3000,5558
Toyota,195206,40000,5559
Mazda,155539,3000,5560
Mercedes,210201,40000,5561
Kia,186957,40000,5562
Ferrari,159183,3000,5563
Porsche,80335,40000,5564
Nissan,175506,40000,5565
Mercedes,67590,3000,5566
Ferrari,146737,40000,5567
Nissan,118080,40000,5568
Volvo,273341,40000,5569
Kia,116170,40000,5570
Hyundai,264632,40000,5571
Lamborghini,21784,3000,5572
Mazda,256729,3000,5573
Chevrolet,218453,40000,5574
Lamborghini,178621,3000,5575
Land Rover,146724,40000,5576
Ferrari,154379,3000,5577
Audi,21476,40000,5578
Kia,194105,3000,5579
Land Rover,268425,40000,5580
Ferrari,19226,3000,5581
Toyota,103215,3000,5582
Hyundai,192900,40000,5583
BMW,217061,3000,5584
Audi,277045,40000,5585
Ford,106608,3000,5586
Kia,170761,40000,5587
Toyota,277734,40000,5588
Audi,274941,40000,5589
Ferrari,157230,3000,5590
Ford,283310,3000,5591
Nissan,261829,40000,5592
Suzuki,292496,40000,5593
Subaru,141017,40000,5594
Ford,204452,40000,5595
Suzuki,145784,40000,5596
Porsche,151992,3000,5597
Ford,120741,3000,5598
Audi,208238,40000,5599
Jaguar,279487,3000,5600
Volkswagen,277214,3000,5601
Toyota,16391,3000,5602
Tesla,39013,3000,5603
Land Rover,287792,3000,5604
Jaguar,97439,3000,5605
Land Rover,173449,3000,5606
Hyundai,39013,40000,5607
Tesla,289944,40000,5608
Toyota,270211,3000,5609
Lamborghini,61944,3000,5610
Jaguar,35801,40000,5611
Porsche,74807,3000,5612
Mercedes,41930,3000,5613
Mazda,255327,3000,5614
Chevrolet,17720,40000,5615
Mercedes,78123,3000,5616
Volkswagen,255179,40000,5617
Subaru,192509,3000,5618
Porsche,815,40000,5619
Ferrari,97312,3000,5620
Audi,136520,3000,5621
BMW,81950,3000,5622
Tesla,267004,3000,5623
Suzuki,121563,3000,5624
Jaguar,38726,40000,5625
Kia,261590,3000,5626
Audi,105480,40000,5627
Mercedes,33110,40000,5628
Suzuki,43479,40000,5629
Audi,74659,40000,5630
Ferrari,66728,3000,5631
Nissan,197658,40000,5632
Porsche,212256,3000,5633
Lamborghini,51291,40000,5634
Lamborghini,35575,40000,5635
Subaru,158722,3000,5636
Suzuki,169446,3000,5637
Suzuki,199690,40000,5638
Suzuki,29621,3000,5639
Volvo,248419,40000,5640
Lamborghini,129023,40000,5641
Tesla,112825,3000,5642
Volkswagen,96424,40000,5643
Chevrolet,176914,3000,5644
Suzuki,287433,3000,5645
Mazda,241155,40000,5646
Honda,100951,3000,5647
Suzuki,164759,3000,5648
Jaguar,203460,40000,5649
Suzuki,10728,40000,5650
Audi,240936,3000,5651
Land Rover,56144,40000,5652
Volkswagen,51465,40000,5653
Suzuki,21139,40000,5654
Audi,293725,40000,5655
Jaguar,214477,40000,5656
Mazda,46995,3000,5657
BMW,271513,3000,5658
Tesla,106829,3000,5659
Kia,248794,40000,5660
Ferrari,91395,40000,5661
Toyota,264422,3000,5662
Audi,299928,40000,5663
Lamborghini,34238,40000,5664
Chevrolet,268578,3000,5665
Suzuki,157208,3000,5666
Ferrari,121930,40000,5667
Tesla,237108,3000,5668
Tesla,129207,40000,5669
Honda,266053,40000,5670
Volvo,226659,40000,5671
Honda,142964,40000,5672
Volkswagen,284142,3000,5673
Tesla,61721,3000,5674
Porsche,139994,40000,5675
Ford,239758,40000,5676
Honda,203538,40000,5677
Jaguar,82030,40000,5678
Jaguar,63343,40000,5679
Chevrolet,125530,3000,5680
Ford,57007,3000,5681
Chevrolet,165823,40000,5682
Porsche,120077,3000,5683
Mercedes,165957,3000,5684
Kia,17250,40000,5685
Volvo,136351,40000,5686
Mercedes,104760,3000,5687
Hyundai,180999,40000,5688
Volvo,137307,40000,5689
Kia,24102,3000,5690
Mercedes,279738,3000,5691
Porsche,278010,3000,5692
BMW,224489,40000,5693
Volvo,43345,40000,5694
Porsche,58184,3000,5695
Mercedes,148625,40000,5696
Ferrari,255687,3000,5697
Lamborghini,48742,3000,5698
Toyota,224466,40000,5699
BMW,109442,3000,5700
Hyundai,53124,3000,5701
Honda,48634,40000,5702
Ford,28134,3000,5703
Mercedes,68448,3000,5704
Land Rover,224696,40000,5705
BMW,89619,40000,5706
Land Rover,135518,40000,5707
Tesla,204064,40000,5708
Tesla,56373,40000,5709
Land Rover,126258,3000,5710
Hyundai,213138,3000,5711
Ferrari,158629,40000,5712
Ferrari,144908,3000,5713
Mercedes,11726,3000,5714
Mazda,145029,40000,5715
Porsche,236195,40000,5716
Suzuki,163378,40000,5717
Mazda,209430,40000,5718
Suzuki,125365,3000,5719
Chevrolet,161492,40000,5720
Ford,272498,3000,5721
Tesla,285788,3000,5722
Mercedes,45120,40000,5723
BMW,293991,3000,5724
BMW,124158,3000,5725
Audi,85914,40000,5726
Volvo,106795,3000,5727
Volvo,114971,3000,5728
Volkswagen,15664,40000,5729
Volkswagen,113098,3000,5730
Hyundai,181342,3000,5731
Tesla,285263,3000,5732
Tesla,197917,3000,5733
Tesla,191384,3000,5734
Volkswagen,71142,3000,5735
Lamborghini,50426,3000,5736
Suzuki,236243,3000,5737
Mercedes,88064,40000,5738
Volkswagen,125319,3000,5739
Mercedes,188555,40000,5740
Mercedes,116817,3000,5741
Ferrari,134553,40000,5742
Kia,39787,40000,5743
Tesla,103703,3000,5744
BMW,144858,3000,5745
Mercedes,227279,40000,5746
Chevrolet,175496,3000,5747
Honda,83154,3000,5748
BMW,3134,40000,5749
Kia,158992,3000,5750
Porsche,271950,3000,5751
Volkswagen,128574,40000,5752
Kia,165338,3000,5753
Mercedes,95972,40000,5754
Volvo,111680,40000,5755
Hyundai,78228,3000,5756
Porsche,213828,40000,5757
Suzuki,93546,40000,5758
Volvo,8115,3000,5759
Porsche,132021,40000,5760
Ford,218801,3000,5761
Audi,45457,3000,5762
Chevrolet,136203,3000,5763
Porsche,218084,3000,5764
Mercedes,182701,40000,5765
Volvo,7641,40000,5766
Chevrolet,93749,3000,5767
Lamborghini,107034,3000,5768
Volvo,242618,40000,5769
Toyota,233508,3000,5770
Porsche,135108,3000,5771
Chevrolet,49622,3000,5772
Chevrolet,290944,40000,5773
Land Rover,128948,40000,5774
Kia,196617,3000,5775
Mercedes,158758,40000,5776
Ford,100331,40000,5777
Land Rover,233517,3000,5778
Volkswagen,200359,3000,5779
Hyundai,205784,40000,5780
Ferrari,180612,3000,5781
Chevrolet,192612,40000,5782
Volkswagen,138267,40000,5783
Ferrari,80370,40000,5784
Honda,51496,40000,5785
Tesla,268394,40000,5786
Ford,44645,3000,5787
Honda,56118,3000,5788
Jaguar,151061,3000,5789
Audi,261758,40000,5790
Porsche,155805,40000,5791
Ferrari,225638,3000,5792
Mazda,257466,3000,5793
Lamborghini,236382,40000,5794
Volvo,160576,3000,5795
Toyota,59850,3000,5796
Hyundai,164625,3000,5797
Volkswagen,263855,40000,5798
Tesla,113731,40000,5799
Land Rover,240787,40000,5800
Ferrari,71015,40000,5801
Volkswagen,82199,40000,5802
Kia,114946,3000,5803
Porsche,185384,3000,5804
Lamborghini,109010,3000,5805
Hyundai,186706,3000,5806
Jaguar,171102,40000,5807
Land Rover,175918,3000,5808
Volkswagen,291441,3000,5809
Hyundai,200288,40000,5810
Kia,97925,40000,5811
Mazda,20246,3000,5812
Toyota,292582,3000,5813
Tesla,64221,3000,5814
Ferrari,113646,3000,5815
Kia,126838,3000,5816
Porsche,206127,40000,5817
Honda,122474,40000,5818
Mazda,299908,3000,5819
Lamborghini,150680,40000,5820
Audi,287475,3000,5821
Audi,262961,3000,5822
Audi,131046,3000,5823
Volkswagen,87912,40000,5824
Tesla,233157,3000,5825
Hyundai,257216,3000,5826
Ferrari,218479,40000,5827
Kia,246474,3000,5828
Kia,170910,3000,5829
Porsche,8348,3000,5830
Audi,234853,3000,5831
Hyundai,125618,3000,5832
Volkswagen,195976,3000,5833
Jaguar,241453,40000,5834
Kia,264425,3000,5835
Lamborghini,138245,3000,5836
Chevrolet,24992,40000,5837
Volkswagen,53686,3000,5838
Audi,201110,40000,5839
Volkswagen,10760,40000,5840
Ferrari,166845,40000,5841
Volkswagen,163764,3000,5842
Kia,146658,3000,5843
Subaru,63902,40000,5844
Subaru,126737,40000,5845
Chevrolet,125168,3000,5846
Hyundai,71871,40000,5847
Land Rover,166859,40000,5848
Volvo,54317,3000,5849
Nissan,121255,40000,5850
Subaru,276209,40000,5851
Hyundai,64280,40000,5852
Volkswagen,91230,40000,5853
Mercedes,48267,40000,5854
Porsche,50331,3000,5855
Lamborghini,65950,3000,5856
BMW,228861,3000,5857
Hyundai,181576,40000,5858
Porsche,81534,3000,5859
Ford,187461,40000,5860
Honda,282635,3000,5861
Hyundai,175748,3000,5862
Mazda,273387,3000,5863
Porsche,288582,40000,5864
Audi,181253,3000,5865
Ford,87986,40000,5866
Volvo,134803,40000,5867
Jaguar,182187,40000,5868
Chevrolet,85390,40000,5869
Ferrari,221131,40000,5870
Subaru,282289,3000,5871
Lamborghini,25658,3000,5872
Lamborghini,232301,3000,5873
Audi,195397,40000,5874
Land Rover,147362,40000,5875
Audi,88364,3000,5876
Land Rover,205595,40000,5877
Volvo,127392,40000,5878
Suzuki,62306,40000,5879
Kia,287101,40000,5880
Land Rover,175464,40000,5881
Honda,11930,40000,5882
Honda,28010,40000,5883
Chevrolet,276566,40000,5884
Land Rover,68715,40000,5885
Jaguar,140447,3000,5886
Volkswagen,197461,40000,5887
Subaru,170361,3000,5888
Land Rover,135378,40000,5889
Hyundai,97699,3000,5890
Toyota,250192,40000,5891
Volkswagen,85921,3000,5892
Volkswagen,89241,40000,5893
Hyundai,80892,3000,5894
BMW,28421,3000,5895
Tesla,203495,40000,5896
Ford,193450,40000,5897
Ford,147705,40000,5898
Audi,33146,3000,5899
Volkswagen,36551,3000,5900
Mazda,174597,3000,5901
